scenario	context	arm	recorded_optimum	recomputed	relative
primary	RE:SN12C	magnitude_g0.80	992.7284206496292	992.7284217423573	1.1007321594697796e-09
primary	RE:SN12C	magnitude_g2.00	1036.8373053355865	1036.8373064724246	1.0964479486483882e-09
primary	OV:IGROV1	magnitude_g0.80	966.6011470854298	966.6011481520318	1.1034561221468248e-09
primary	OV:IGROV1	magnitude_g0.50	951.568077740479	951.5680787920467	1.1050892621804987e-09
primary	OV:IGROV1	magnitude_g1.00	976.2125064251895	976.2125075014029	1.1024376072460546e-09
primary	OV:IGROV1	magnitude_g2.00	1019.0615060841127	1019.0615072031746	1.0981299383827084e-09
primary	OV:IGROV1	magnitude_g1.25	987.7635939318897	987.7635950196511	1.1012366400539274e-09
primary	OV:IGROV1	ordinal	694.8914273855121	694.8914281804036	1.1439075470106293e-09
primary	ME:LOX IMVI	magnitude_g1.00	1003.8852771140105	1003.8852782178965	1.0996137026505553e-09
primary	ME:LOX IMVI	magnitude_g1.25	1013.5893086336877	1013.5893097472778	1.0986600570985406e-09
primary	ME:LOX IMVI	magnitude_g0.50	983.3171410897926	983.3171421731098	1.1016966655216767e-09
primary	ME:LOX IMVI	magnitude_g0.80	995.8167947377584	995.8167958335761	1.10042093839077e-09
primary	ME:LOX IMVI	magnitude_g2.00	1039.4243797687293	1039.4243809081534	1.0962067847414382e-09
primary	ME:LOX IMVI	ordinal	779.9738681069445	779.9738689869178	1.1282086946028138e-09
lower_task	OV:OVCAR-3	magnitude_g0.50	411.1656205822544	411.1656210934202	1.2432114524166768e-09
lower_task	OV:OVCAR-3	magnitude_g1.00	426.0169346929518	426.0169352189685	1.2347319487159956e-09
lower_task	OV:OVCAR-3	magnitude_g2.00	452.26714683501564	452.26714738728276	1.2211082063797707e-09
lower_task	OV:OVCAR-3	magnitude_g0.80	420.24563409799526	420.2456346182412	1.2379567496279128e-09
lower_task	OV:OVCAR-3	ordinal	205.48153155359836	205.48153185907972	1.4866609292762783e-09
lower_task	OV:OVCAR-3	magnitude_g1.25	433.0417644648995	433.04176499794164	1.230925541986409e-09
primary	CO:COLO 205	magnitude_g0.50	985.9757950560179	985.9757961419939	1.101422585633584e-09
primary	CO:COLO 205	magnitude_g0.80	999.1540519994445	999.1540530985974	1.1000834959226717e-09
primary	CO:COLO 205	magnitude_g1.00	1007.3012361765582	1007.3012372838589	1.0992746406869657e-09
primary	CO:COLO 205	magnitude_g1.25	1017.0124735925152	1017.0124747095272	1.0983266939497657e-09
primary	CO:COLO 205	magnitude_g2.00	1042.7964617341408	1042.7964628769382	1.0958968649323748e-09
primary	CO:COLO 205	ordinal	786.4165282333319	786.4165291197482	1.1271588980887693e-09
primary	__reference__	uniform_pfba	1141.2094024140306	1141.2094036552392	1.0876256037110893e-09
lower_task	__reference__	uniform_pfba	532.3824745668983	532.3824751992804	1.1878342273498774e-09
half_serum	__reference__	uniform_pfba	493.65435078174664	493.65435137540067	1.2025702214531025e-09
