arm	exchange_id	profiles	location_spread	mean_width	max_width	constant_across_profiles	all_fixed_within_profile
magnitude_g0.80	EX_tyr__L_e	47	6.985071654419528e-08	4.7053441381998534e-08	1.5298438105215695e-07	True	True
magnitude_g0.80	EX_ump_e	47	5.834716550130198e-10	4.240279646120441e-10	1.1853485949837042e-09	True	True
magnitude_g0.80	EX_ura_e	47	1.6114544667550262e-09	9.4390191915027e-10	3.2542512475266493e-09	True	True
magnitude_g0.80	EX_urate_e	47	6.939215948217023e-10	4.1616337042559503e-10	1.4023831710347235e-09	True	True
magnitude_g0.80	EX_uri_e	47	9.357525573790539e-10	5.413289432449014e-10	1.889316043175671e-09	True	True
magnitude_g0.80	EX_val__L_e	47	7.283001024482871e-08	4.4429927888079106e-08	1.4699160089115537e-07	True	True
magnitude_g0.80	EX_xan_e	47	6.908403438660718e-10	4.066993359438846e-10	1.3950892516038825e-09	True	True
magnitude_g0.80	EX_xmp_e	47	5.286849331653072e-10	3.108882797793801e-10	1.067704825064456e-09	True	True
magnitude_g0.80	EX_xtsn_e	47	5.262692673867078e-10	3.0952789949853015e-10	1.0627737109653241e-09	True	True
magnitude_g1.00	EX_2pg_e	47	4.4046961925404144e-09	2.4424994396698844e-09	8.850766306911858e-09	True	True
magnitude_g1.00	EX_34hpp_e	47	5.846181371419905e-08	3.135461285198149e-08	1.1739319638487595e-07	True	True
magnitude_g1.00	EX_3hanthrn_e	47	1.4142618118504217e-09	8.850541554103147e-10	2.542096938727383e-09	True	True
magnitude_g1.00	EX_3pg_e	47	4.56297753179277e-09	2.521324785086229e-09	9.164188986960286e-09	True	True
magnitude_g1.00	EX_4abut_e	47	2.12359100586635e-08	1.2051972401223791e-08	4.266945860228569e-08	True	True
magnitude_g1.00	EX_4hbz_e	47	2.5010475116124737e-09	1.7454731205023896e-09	5.953863165306591e-09	True	True
magnitude_g1.00	EX_L2aadp_e	47	7.227475763360025e-09	3.9847344390748685e-09	1.4516106164226897e-08	True	True
magnitude_g1.00	EX_Lkynr_e	47	2.6202060012208875e-09	1.5780967893321142e-09	5.266902753349008e-09	True	True
magnitude_g1.00	EX_acac_e	47	0.028714708213915002	1.8263154177533163e-07	2.95773079682371e-06	False	True
magnitude_g1.00	EX_ade_e	47	5.74983636608181e-10	3.45984774145692e-10	1.1554622407684188e-09	True	True
magnitude_g1.00	EX_adn_e	47	4.540643955879896e-10	2.6810158428560124e-10	9.122985749064311e-10	True	True
magnitude_g1.00	EX_ahcys_e	47	4.275366982142769e-10	2.423565490930092e-10	8.588745574100387e-10	True	True
magnitude_g1.00	EX_akg_e	47	4.3356767472297125e-08	3.025442092368053e-08	8.724150551907189e-08	True	True
magnitude_g1.00	EX_ala__L_e	47	1.6201799660306158	5.561317193236478e-07	4.280805514511599e-06	False	True
magnitude_g1.00	EX_amp_e	47	3.807015546585453e-10	2.6244707936012356e-10	7.655923673016693e-10	True	True
magnitude_g1.00	EX_anth_e	47	2.3772566177878357e-09	1.4036031925093694e-09	4.776677849064607e-09	True	True
magnitude_g1.00	EX_arg__L_e	47	1.0496243429969354e-07	8.426766801607938e-08	2.1509326608715185e-07	True	True
magnitude_g1.00	EX_asn__L_e	47	2.6900124261430847e-07	1.0024859233044964e-07	5.394525235402625e-07	True	True
magnitude_g1.00	EX_asp__L_e	47	3.143616122969206e-08	8.201866904793457e-08	3.1229625241380177e-07	True	True
magnitude_g1.00	EX_bilirub_e	47	6.271725750371762e-10	2.468892557951145e-10	6.821058848002541e-10	True	True
magnitude_g1.00	EX_cala_e	47	1.4480763504018143e-09	8.300387269398411e-10	2.9089835462650205e-09	True	True
magnitude_g1.00	EX_chol_e	47	5.6115696978054075e-08	4.2943426847616136e-08	1.4689741645312893e-07	True	True
magnitude_g1.00	EX_cholp_e	47	3.8579030092700496e-09	2.1705967366221677e-09	7.749550168478674e-09	True	True
magnitude_g1.00	EX_cit_e	47	6.229345188432191e-08	4.554522261079795e-08	1.2548959340644304e-07	True	True
magnitude_g1.00	EX_citr__L_e	47	1.9074386229206616e-08	1.0996483473121434e-08	3.840037609378816e-08	True	True
magnitude_g1.00	EX_cmp_e	47	3.7831314767123406e-10	2.3680753594524355e-10	7.566262953424681e-10	True	True
magnitude_g1.00	EX_crn_e	47	0.16205596899342703	1.4701577961739447e-07	1.210709538306463e-06	False	True
magnitude_g1.00	EX_cyst__L_e	47	1.7872668702223874e-09	1.021342175687292e-09	3.5903771493651137e-09	True	True
magnitude_g1.00	EX_cytd_e	47	8.75708078701339e-10	5.056336140539789e-10	1.7596074336253136e-09	True	True
magnitude_g1.00	EX_dad_2_e	47	4.725738540331382e-10	2.8088182330791735e-10	9.49524421183442e-10	True	True
magnitude_g1.00	EX_dcmp_e	47	7.535637511144587e-10	4.280062592565162e-10	1.513781602823039e-09	True	True
magnitude_g1.00	EX_dcyt_e	47	8.912243025380427e-10	5.072712456328215e-10	1.790367240768695e-09	True	True
magnitude_g1.00	EX_dhap_e	47	2.5468929298278766e-09	1.4243241319556356e-09	5.115861498634675e-09	True	True
magnitude_g1.00	EX_dmgly_e	47	2.226207112698574e-09	1.284114636029354e-09	4.473056166637293e-09	True	True
magnitude_g1.00	EX_duri_e	47	8.820167584654805e-10	5.077133518911424e-10	1.7720911413844124e-09	True	True
magnitude_g1.00	EX_ethamp_e	47	1.156959903425702e-08	7.153928323231585e-09	2.3256960352601216e-08	True	True
magnitude_g1.00	EX_fol_e	47	5.8134295343117894e-08	3.7047927535295794e-08	1.1683881191582643e-07	True	True
magnitude_g1.00	EX_fum_e	47	1.2706545242730805	1.3112650317238116e-06	1.0613935671699437e-05	False	False
magnitude_g1.00	EX_g3pc_e	47	2.5935420354021833e-09	1.4677273399171976e-09	5.21132580006757e-09	True	True
magnitude_g1.00	EX_glc__D_e	47	3.5602560899405944e-09	1.9656209331592533e-09	7.150362080210471e-09	True	True
